Title,DateTime,Post Number,
Old woman sipping the natural juice drink (kalypo) for a positive change.#KalypoChallenge.!!!!!,10/9/16 12:04 AM,562,
Ready to welcome the manifesto.Nana Addo Dankwa Akufo-Addo is coming like kakai.Change is coming.#KalypoChallenge.!!!!,10/9/16 12:06 AM,63,
Ready to welcome the manifesto.Nana Addo Dankwa Akufo-Addo is coming like kakai.Change is coming.#KalypoChallenge.!!!!,10/9/16 12:06 AM,1091,
Ready to welcome the manifesto.Nana Addo Dankwa Akufo-Addo is coming like kakai.Change is coming.#KalypoChallenge.!!!!,10/9/16 12:06 AM,1093,
M3ni po gnoo n3k3!!!😄,10/9/16 12:09 AM,470,
Winner of kalypo challenge,10/9/16 12:09 AM,999,
"Kalypo do with,it is left posing with pure water.Oya!!! Who begins, Dr. Zulk Bugri Dr. Issah Imoro Jambeidu Manaf DE Marine Comrade Anass Salahudeen Musah Al-Khomeini Dr. Nuhu Nambe Dr. Ndebugri Fulera Zihle Bombande.... Let go,prrrrrrrrrrr.#KalypoChallenge.!!!!!!",10/9/16 12:14 AM,477,
"eeen,  eeen,  3ne3, Ne3 ay3 yi de3, in order to purchase som iPhone 7, de only tin i have to do is to extend my kalypo trade 😂😂😂😂😂eeeen,  s3 me nka nkyer3 mo ong,  😂😂😂😂😂ayooo,  3nea #Ndc fo)  mo ns) mu 333333......today being the #manifesto day for the #NPP,  @ trade fair Centre, LA ACCRA... 09.10.2016....me k) t)n kalypo na aka no...  yea yea... Catch me der live..... DONKOMI OOO DONKOMI!!!!!  DONKOMI!!!!!!  BUY UR KALYPO ND START KALYPOSTING😂😂😂😂😂😂😂😂😂FAST... CUS MY HOOD NEqq...as dey wan buy dem all fini..... 3y3 kalypo... New ad for Kalyppo: ""Even the next president drinks it. Support made in Ghana goods."" 😂😂😂😂😂😂iPhone 7 kaminq up innabit.... Aswear 😂😂😂😂cus i go sell 1 kalypo for lyk 10 cedis... wo p3 aaa kas3 wo nt).....#Ndc ppl, 50 cedis😂😂😱😱😂😂😂😂😂😂hehehehehe, me econs   teacher  anbr3 😂😂😂😂😂😂😂😂Even bawumia kraaa came my der... buy ein own 😂😂😂😂😂😂😂hw3😂😂😂I make wild ruff.😂😂.Get urs fast... @Trade Fair Centre La Accra.... Be there  #bra_mahama gye kalypo 😂😂😂😂😂😂mese gye kalypo 😂😂😂😂😂😂😂😂😂😂#Ndc_kalypo propaganda gone wrong 😂😂😂😂😂bra mahama Mese gye #kalypo  😂😂😂😂😂😂 Trade Fair,  mo ntw3n me, 😂😂😂meeba,  me b3 di dwa.... 3y3 kalypo.. Don't just sip the Kalypo!! Add some bread to it! #KalypoChallenge  #Changeiscoming #iamforchange  #nanab3ba  @nakufoaddo 😊😊😊😊😊😊 #Kalypochallenge See More",10/9/16 1:05 AM,532,
"But as for you (NDC), ye thought evil against me (Nana Addo Danquah Akuffo Addo); but God meant it unto good, to bring to pass, as it is this day, to save much people alive. -Genesis 50:20",10/9/16 1:16 AM,400,
Eeii Ghana! I Luv dis country,10/9/16 1:37 AM,350,
Retweeted Aphrodite. (@GillianBoateng): What's the kalypo challenge about pls,10/9/16 3:20 AM,956,
"My lovely sisters, so adorable, good brains, they can't be left out of the #kalypochallenge, they love #Madeinghana, they are for #change",10/9/16 6:09 AM,468,
heeer. dis #kalypochallenge is getting out of hands.. Nana we beg jxt tell us it was photo shopped. a selfie widout kalypo x now incomplete. d wind of change x blowing,10/9/16 6:14 AM,223,
PHOTOS: Social media goes crazy for Kalypo after Nana Addo was spotted sipping one #KalypoChallenge ,10/9/16 6:39 AM,569,
It goes international,10/9/16 6:45 AM,250,
Asem ooo,10/9/16 7:14 AM,1019,
Serious!!!!!!,10/9/16 7:27 AM,543,
The kalypo challenge lingering on,10/9/16 7:49 AM,514,
"This is for you Hon Adu Asare RE - Kalypo Challenge, People should give us a break. The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. A picture of their flagbearer, Nana Akufo Addo, drinking or sipping the fruit juice in his car after a campaign tour in far back 2012 was posted by his opponents in an attempt to mock him. Unfortunate...Continue Reading",10/9/16 7:52 AM,690,
True talk,10/9/16 7:53 AM,622,
Apt!,10/9/16 8:18 AM,732,
"When the debate is lost,slander becomes the tool of the loser #kalypochallenge #changeiscoming #nanabeba",10/9/16 8:35 AM,555,
GM Ma kalypo challenge loading....,10/9/16 8:49 AM,823,
"Kalyppo..!!  ""Agye  babiaaaa""",10/9/16 9:03 AM,892,
#Kalypochallenge 😂😂😂😂,10/9/16 9:11 AM,688,
"Just wow, Infact this picture topped the #KalypoChallenge",10/9/16 9:12 AM,476,
#Kalypochallenge,10/9/16 9:13 AM,505,
It's manifesto dae  I hope npp does not trivialize dis important exercise by makin it a #KalypoChallenge . Let 2dae be abt issues .,10/9/16 9:51 AM,319,
U do all,10/9/16 10:06 AM,243,
"Aaaahba Ghanafo) ,Drink all & dieSee Translation",10/9/16 10:23 AM,1033,
Retweeted The Yogurt 🍦 Family (@BraYogurt):,10/9/16 10:30 AM,648,
#kalypochallenge,10/9/16 10:39 AM,654,
Kalypo challenge for change accept it changeiscoming,10/9/16 10:57 AM,951,
Hahhahahahhaha.....came home at the weekend to see all this #kalypochallenge,10/9/16 11:04 AM,301,
Retweeted SlightlyUsedCondom💙 (@Da_Costa_city):,10/9/16 11:31 AM,856,
I am Yet to outdoor my Kalypo Designed Dress as part of the Ongoing Kalypo Challenge.,10/9/16 11:56 AM,557,
Huh...........????  😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬,10/9/16 12:04 PM,567,
"Kalypo fruit drink must be the hottest commodity on the market right about now! Ghana’s Social media landscape was swamped with photos of people sharing photos of their Kalypo moments after the New Patriotic Party (NPP) flagbearer, Nana Akufo Addo was pictured sipping his Kalypo.",10/9/16 12:19 PM,466,
"Our #kalypochallenge continues Cutenesity Kalyppo Challenge First Prize: 10 Hairbows  Second Prize: 3 bowties and suspenders... Third Prize: 100ghs voucher from any of our stockist to spend on anything from their shop!  Rules: 1.Follow @cutenesity 2. Tag 2 friends to join the challenge 3.Repost image and comment which four flavours the bows represent underneath your repost. 4. Hashtag #kalyppoiscute #cutenesitygiveaway 5. For bonus points: post an additional picture of your child wearing their cutenesity bow or bowtie posing with a ""#kalyppo"". The more creative, the better! 6. COMPETITION ends on Wednesday12th October 2016.  #itscutenesity #watchthatbow #wethinkfar #cutenesity #etsy #etsyshop  #cutenesity #toddlerbows  #handmade  #kidsbirthday  #cakesmash #kidsstyling #kidshairbows #hairbows #handmadeinlondon  #kidswear  #mumpreneur #shopsmall #autumnbow #etsyuk #etsyusa #couturebows #kidsstyle  #aw2016 #christmasbows See More",10/9/16 12:50 PM,426,
Oyiwa.lol,10/9/16 12:50 PM,711,
Ameyaw Deborah joins kalypo Challenge,10/9/16 1:17 PM,1007,
😅😅😅😅😅 some people are taking this #KalypoChallenge World Cup,10/9/16 1:49 PM,173,
Maisie has taken over the #kalypochallenge,10/9/16 1:58 PM,342,
Retweeted Fiifi (@Fiifi_007):,10/9/16 2:13 PM,900,
Kalypo challenge Ampa. Herrrrr I luv Ghana.,10/9/16 2:21 PM,774,
Did I just see Ex president Kuffuor sipping kalyoppo @ the manifesto launch? #KalypoChallenge,10/9/16 2:25 PM,386,
I need to get on board this craze #KalypoChallenge,10/9/16 2:33 PM,210,
Eaaaaa,10/9/16 2:54 PM,1026,
kalypo challenge ooo.,10/9/16 2:58 PM,989,
"# kalypo brings unity, one Ghana, one love. The humor in this country is what makes surviving easier. #justhavingfundo #KalypoGetSwag #KalypoChallenge",10/9/16 3:05 PM,96,
When a supposed disgrace becomes a renowned grace.#kalyppo #kalypolitics #kalyfie #KalypoChallenge,10/9/16 3:10 PM,403,
I rest my case. Lol....Ghanaians paaa aa #kalypochallenge,10/9/16 3:16 PM,272,
Ei who did this? Lolxxxxx Just can't think far 😂😂😂😂😂 #kalypomovement #kalypochallenge #THEHOTSPOTGH ,10/9/16 3:27 PM,475,
What is so special abt dis dat everybody feel like copying. Ooo some Ghanaians really need deliverance.,10/9/16 3:33 PM,74,
Eiiii Ghana,10/9/16 3:37 PM,724,
Retweeted The Yogurt 🍦 Family (@BraYogurt): So I won the #KalypoChallenge  Ajeii... LMAOOO I'm tired of y'all 😂😂😂😂😭😭😭⚡️⚡️⚡️⚡️🔥🔥🔥🔥  #NPPManifesto  Twitta University  lecturers.@TwittaUNi https://t.co/gL978IME6W See More,10/9/16 4:03 PM,273,
kalypo dey go on for #NPPManifesto launch. Charle facebook is bae😍😉😚 #KalypoChallenge,10/9/16 4:15 PM,389,
Like play like play the sheer support and solidarity shown Nana Addo through the #KalypoChallenge is everything a candidate would dream of ahead of a contest as epic as the general election.,10/9/16 4:28 PM,323,
"Adrink some kalyppo, Ause some to iron my shirt, Ause some to kill mosquitoes, Ause some to brush ma teeth. Eeez a kalyppo life in this house 😬#kalyppochallenge  #kalypochallenge",10/9/16 4:29 PM,139,
Ok guys this kalypo challenge is going too far...,10/9/16 4:43 PM,502,
Really? #KalypoChallenge,10/9/16 5:05 PM,123,
"eeeiiiiii Ghanaians  go kill person hmm,mke u spy sme go Jxt got this one frm a friend Still  # KalypoGetSwag... # KalypoChallenge See More",10/9/16 5:20 PM,207,
#kalypochallenge,10/9/16 5:27 PM,864,
l have also join the kalypo challenge for change,10/9/16 5:32 PM,973,
The Papa himself has finally joined the KALYPO challenge.... #nana#b3#ba#wai#,10/9/16 5:35 PM,796,
This don win the #kalypochallenge.  Finally we have a winner.,10/9/16 5:42 PM,421,
No size #kalypochallenge Papa Kwasi Kwabi Sandra Esinam Catherine Frimpomaa Maame Afua Fobi Ameyaw Debrah II Solace The-Siren Rose Nhyiraba Adwoaloud Osei Augustine Agesu Mensah,10/9/16 6:00 PM,458,
These two photos have brought the #kalyppochallenge to an abrupt end. 😂😂😂 #kalypochallenge #kalyppo #kalypo #Ghana #NPP ➡ http://sasugh.blogspot.com/,10/9/16 6:12 PM,43,
These two photos have brought the #kalyppochallenge to an abrupt end. 😂😂😂 #kalypochallenge #kalyppo #kalypo #Ghana #NPP ➡ http://sasugh.blogspot.com/,10/9/16 6:12 PM,1087,
"Khebab  Sellers  Association  of  Ghana (KHESAG) Letter to Nana Addo Dear  sir,  we   are  aware  of  what  you  did  for  Kalypo. We  are  also  aware  of  the plans  you  have  for  Ghana. Please Nana .....even  if  you  don't  like  meat  or  khebab, just  take  a pic of  the  stick  k3k3..... The  khebab  stick  k3k3 ...that's  all we asking from you.. Thanks . ✔💯% #factz #kalypochallenge... signed... Inusah Fuseini (khebab secretary) See More",10/9/16 6:16 PM,418,
#kalypochallenge,10/9/16 6:24 PM,661,
Lol..... Guess i was not left out in the kalypo challenge!!  #NanaB3ba #ChangeIsComing,10/9/16 6:32 PM,784,
"Ghanaians and our great sense of humour...I give up, I'm leaving!  #KalypoChallenge",10/9/16 6:33 PM,110,
KalyGent to replace de detergent....Still repping de Kalypo challenge....No Dulling,10/9/16 6:44 PM,515,
"Whether toasochange or changetoaso...it can only be an assessment in your mind. I'm here to share some thoughts. An app says I will vote to ban grandfathers from politics and 'one headache, one APC' 😆😝😂😋",10/9/16 6:46 PM,699,
Dx dude jx won the #kalypochallenge lol #salute,10/9/16 6:54 PM,177,
Mr Sexy Eyes #KalyKuffuor #kalypochallenge #changeiscoming #Nanab3ba,10/9/16 6:56 PM,364,
If after all these #KalypoChallenge uv not given up then u really stronger than Conan the Destroyer. Chai,10/9/16 7:16 PM,318,
Someone bathed with Kalyppo Juice. I thought I had seen it all. #KalypoChallenge,10/9/16 7:21 PM,284,
#Kalypochallenge,10/9/16 7:46 PM,905,
the in coming nest president of Ghana in sha allahu,10/9/16 7:48 PM,156,
Hihihi....Naa Atswei Adjetey accepted the kalypo challenge. ..ahhahaha...I laf enter teshie bus. ....,10/9/16 7:48 PM,559,
this #kalypochallenge is becoming something wat is there.... ✔💯% #factz,10/9/16 7:53 PM,138,
soo finally our ex president also  comfirmed the kalypo challenge...,10/9/16 8:01 PM,795,
Let's vote.... The winner of the kalypo challenge,10/9/16 8:07 PM,1000,
It's finally done. With Kalypo we don't need ECG 😀 #kalypochallenge#,10/9/16 8:13 PM,61,
The #kalypochallenge has now gone wild. #kalypo,10/9/16 8:34 PM,336,
#kalypochallenge,10/9/16 8:35 PM,1039,
"Retweeted PHILIP SWANZY DOE (@DOESWANZY): Thanks to interventions by President Mahama, industries like #KalypoChallenge are thriving #JMToaso  # @greenbook_ghana ... @joyce_bawah https://t.co/msDsrMuHul See More",10/9/16 8:59 PM,382,
Retweeted ♕NanaKobina Ghanaba® (@Nana_Ghanaba):,10/9/16 8:59 PM,411,
"Retweeted PHILIP SWANZY DOE (@DOESWANZY): Thanks to interventions by President Mahama, industries like #KalypoChallenge are thriving #JMToaso  # @greenbook_ghana ... @joyce_bawah https://t.co/msDsrMuHul See More",10/9/16 8:59 PM,689,
Retweeted ♕NanaKobina Ghanaba® (@Nana_Ghanaba):,10/9/16 8:59 PM,741,
Ma last post  Meek just blew ma mind  Had to share 😁😁😁 #kalypochallenge  #Kalypo,10/9/16 9:28 PM,60,
Ma last post on the challenge  Meek just blew ma mind  Had to share 😁😁😁 #kalypochallenge  #Kalypo,10/9/16 9:28 PM,80,
Retweeted Ameyaw Debrah (@ameyaw112):,10/9/16 9:35 PM,544,
Retweeted The Cat's Meow (@Oh_So_Scene):,10/9/16 9:38 PM,326,
"Oh Ghana, we dey play too much",10/9/16 9:49 PM,313,
Now that's a boss 😂😂😂 Kweku Bentil,10/9/16 9:53 PM,415,
The kalypo challenge in a nutshell....This got me praying🙏🙏🙏🙏,10/10/16 6:11 AM,966,
#kalypochallenge http://kojokrom.com/hilarious-photos-kalypochallenge/,10/10/16 7:17 AM,845,
"Ghana is in its election year and as she prepares herself for the upcoming December 7 polls, the euphoria to the buildup has already started, with various persons posting all manner of content including image, text, video, and voice on social media platforms especially Facebook and twitter to promote their political agenda, excitements and aspirations. One of them happens to be a recent picture of Ghana’s opposition leader and the New Patriotic Party Presidential Nominee, Nana Akuffo Addo sipping Kalypo; a fruit drink.",10/10/16 7:30 AM,553,
"Ghana is in its election year and as she prepares herself for the upcoming December 7 polls, the euphoria to the buildup has already started, with various persons posting all manner of content including image, text, video, and voice on social media platforms especially Facebook and twitter to promote their political agenda, excitements and aspirations. One of them happens to be a recent picture of Ghana’s opposition leader and the New Patriotic Party Presidential Nominee, Nana Akuffo Addo sipping Kalypo; a fruit drink.",10/10/16 7:30 AM,609,
"Ghana is in its election year and as she prepares herself for the upcoming December 7 polls, the euphoria to the buildup has already started, with various persons posting all manner of content including image, text, video, and voice on social media platforms especially Facebook and twitter to promote their political agenda, excitements and aspirations. One of them happens to be a recent picture of Ghana’s opposition leader and the New Patriotic Party Presidential Nominee, Nana Akuffo Addo sipping Kalypo; a fruit drink.",10/10/16 7:30 AM,809,
"I decided to write my view on key social media marketing lessons social media markters/strategists, social media managers and enthusiasts can learn from this whole #kalypo challenge.  The first i touched on was Relationship (""Like"", ""Love"", ""Defend""). It may sound 'crazy' but kindly take a read if you can! You may comment with your opinions and suggestions too.",10/10/16 7:57 AM,978,
Kalypo challenge #change is coming,10/10/16 8:31 AM,963,
Poncho Ali accepting the Kalypo challenge😳😳😜😜😁😁😆,10/10/16 8:46 AM,782,
#KalypoChallenge,10/10/16 9:12 AM,702,
Heerrhh The #KalypoChallenge be something else,10/10/16 9:52 AM,728,
This #KalypoChallenge has gotten outta hand ... 😂😂,10/10/16 10:00 AM,3,
This #KalypoChallenge has gotten outta hand ... 😂😂,10/10/16 10:00 AM,1052,
Hahahaha Eeee Ghanaian people,10/10/16 10:15 AM,206,
Hahahahahahahahahaha....,10/10/16 10:20 AM,684,
No more kalypo challenge. It's now roasted corn challenge. Leggoooo,10/10/16 10:39 AM,542,
#Kalypochallenge I've got my kalypo on.,10/10/16 10:40 AM,32,
#Kalypochallenge I've got my kalypo on.,10/10/16 10:40 AM,2202,
Kalypo for change,10/10/16 10:49 AM,820,
"on the go; to and from school, meal times are incomplete without Kalyppo juice. The best moms and dads know that Kalyppo offers their children the vitamin brain boosters they need to be active and alert.",10/10/16 10:58 AM,387,
my favorite kalypo challenge pose.,10/10/16 11:19 AM,961,
"hahahaha its over,i give up",10/10/16 11:23 AM,917,
Winners of the Kalypost Challenge,10/10/16 11:41 AM,200,
Kalypo Challenge Trending..Nana All the Way⬆️,10/10/16 11:42 AM,946,
"Ghana is currently on a Kalypo challenge, Drink one Kalypo and save one NPP fan",10/10/16 11:52 AM,512,
Am for #CHANGE Still #KalypoChallenge Orekodoo ooo,10/10/16 11:56 AM,333,
So funny... This Man Batching With Kalypo Is All You Need As Motivation This Week,10/10/16 12:24 PM,31,
just found ma winner for the kalypo challenge.. post a pics of your favorite,10/10/16 12:24 PM,554,
So funny... This Man Batching With Kalypo Is All You Need As Motivation This Week,10/10/16 12:24 PM,1079,
So funny... This Man Batching With Kalypo Is All You Need As Motivation This Week,10/10/16 12:25 PM,262,
#kalypochallenge #nanabeba............kalypo for change,10/10/16 12:40 PM,108,
Photo: Kufuor joins Kalypo craze   Former President John Agyekum Kufuor has also joined the Kalypo challenge.... He was sipping the fruit juice at the party’s manifesto launch at the Ghana International Trade Fair Centre in Accra. http://ghana-news.adomonline.com/…/photo-kufuor-joins-kalyp… See More,10/10/16 12:47 PM,936,
#kalypoChallenge  It's Game Over !!,10/10/16 12:52 PM,83,
"Hahahaha, the best of it all.",10/10/16 12:58 PM,697,
Hahahahahahahahah,10/10/16 1:14 PM,1022,
"Eeeeeeiiiiii....this #kalypochallenge, I don't know who wins...😂😂😂😂😂😂😂😂",10/10/16 2:23 PM,432,
ei Ghana nso de3,10/10/16 2:29 PM,18,
ei Ghana nso de3,10/10/16 2:29 PM,1073,
Hahaha,10/10/16 2:31 PM,1023,
Be part of the kalypo challenge,10/10/16 2:35 PM,980,
#kalypochallenge lol,10/10/16 2:44 PM,600,
Former President John Agyekum Kufuor has also joined the Kalypo challenge. He was sipping the fruit juice at the party’s manifesto launch at the Ghana International Trade Fair Centre in Accra. Source: adomonline.com The post Photo: Kufuor joins Kalypo craze appeared first on 233 Prime.,10/10/16 2:57 PM,798,
"Dont wait till the challenge is over and ask for freebies and discounts 😋😋😋 Our #kalypochallenge continues Cutenesity Kalyppo Challenge... First Prize: 10 Hairbows  Second Prize: 3 bowties and suspenders Third Prize: 100ghs voucher from any of our stockist to spend on anything from their shop!  Rules: 1.Follow @cutenesity 2. Tag 2 friends to join the challenge 3.Repost image and comment which four flavours the bows represent underneath your repost. 4. Hashtag #kalyppoiscute #cutenesitygiveaway 5. For bonus points: post an additional picture of your child wearing their cutenesity bow or bowtie posing with a ""#kalyppo"". The more creative, the better! 6. COMPETITION ends on Wednesday12th October 2016.  #itscutenesity #watchthatbow #wethinkfar #cutenesity #etsy #etsyshop  #cutenesity #toddlerbows  #handmade  #kidsbirthday  #cakesmash #kidsstyling #kidshairbows #hairbows #handmadeinlondon  #kidswear  #mumpreneur #shopsmall #autumnbow #etsyuk #etsyusa #couturebows #kidsstyle  #aw2016 #christmasbows See More",10/10/16 2:59 PM,630,
Hahaha eii even death drink kalyp,10/10/16 3:14 PM,673,
"The kalypo challenge happing all , NANA B3BA 2016",10/10/16 3:30 PM,507,
Oh people of Ghana... But why? 😂 😂 😂 😂.  #Kalypo challenge.,10/10/16 4:19 PM,537,
Hrrrrrrrr wat a kalypo death even de dead want change as3moooooo I can't even think far,10/10/16 4:41 PM,431,
#kalypochallenge #logoligistraw #muskyy,10/10/16 4:53 PM,907,
Am really impressed by this post. I love it.,10/10/16 4:59 PM,751,
Man bathing with kalypo like seriously lol,10/10/16 5:08 PM,16,
Man bathing with kalypo like seriously lol,10/10/16 5:08 PM,1085,
#kalypochallenge,10/10/16 5:12 PM,598,
"And de kalypo challenge still goes on.Alhassan Katari Hikma,Mohammed Karim,I challenge u with my kalypo",10/10/16 5:54 PM,930,
#kalypochallenge,10/10/16 6:15 PM,679,
Please explain! Why is the 60 peswas Kalypo Trending in Ghana?..lol. #kalypochallenge,10/10/16 6:16 PM,443,
ei Obama has joined oooo lolxxx @ghkwaku we had to steal this one  #kalypochallenge  #thehotspotghshowbiz #thehotspotghdotcom  #thehotspotgh,10/10/16 6:23 PM,260,
ei Obama has joined oooo lolxxx @ghkwaku1 we had to steal this one  #kalypochallenge… ,10/10/16 6:57 PM,474,
Kalypo challenge!! He has won.  Am going 2 get mine.,10/10/16 7:09 PM,975,
Obama sef accept the #KalypoChallenge...hahaha #Changeiscoming,10/10/16 7:24 PM,236,
Ignore The Picture And Read The Story  Very Great.,10/10/16 7:36 PM,1042,
Kalypo challenge finalist,10/10/16 7:38 PM,513,
"And the Kalypo Challenge is over,,ma Bro YTee killed it,, A towns Boys.,shatta's",10/10/16 7:41 PM,808,
"And here we are, the winner for the kalypo challenge,let's give him a round of applouse 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",10/10/16 8:18 PM,547,
I can't laugh enough....😂,10/10/16 8:19 PM,912,
Millennials interest against boomers interest ; #kalypochallenege vs #ecdisqualification will #kalypochallenge still rule ?  😊😊😀😀,10/10/16 9:56 PM,367,
Wei dea 3y3 kalystew 😂😂#kalypochallenge,10/10/16 10:05 PM,154,
My homeland.....I just love Ghana!!!,10/10/16 10:21 PM,359,
Challenge accepted!please we've found the winner of the challenge..come for your box of kalypo #kalypochallenge,10/10/16 10:56 PM,98,
Kalypo acrobatics,10/10/16 11:10 PM,102,
Kalypo 2 de top,10/10/16 11:12 PM,67,
who wins the #kalyppochallenge,10/11/16 5:37 AM,430,
He has won the #KalypoChallenge,10/11/16 6:50 AM,103,
Now we're seeing real propaganda. 😂😂😂😂 asuwer... #KalypoChallenge #KalyppoForPeace https://t.co/aOaAhjIFmj,10/11/16 7:19 AM,853,
My Smart siblings join the kalypo challenge,10/11/16 7:22 AM,533,
As for this one die3 I saw it filifili with my own naked eyes. Lol. I can't stop laughing . This taxi driver has really made my morning! #ghanaissweetpapa #kalypochallenge,10/11/16 9:50 AM,106,
We too are Ghanaians............. Let us do sm kalypo challenge at work for fun...... 😄😄😄😄😄 #kalypochallenge,10/11/16 11:18 AM,11,
We too are Ghanaians............. Let us do sm kalypo challenge at work for fun...... 😄😄😄😄😄 #kalypochallenge,10/11/16 11:18 AM,1058,
Funny,10/11/16 11:38 AM,578,
#KalypoChallenge  #Saga . https://t.co/9e99v9bE9n via @wordpressdotcom,10/11/16 12:04 PM,390,
#KalypoChallenge  #Saga . https://t.co/uclijWDElu via @wordpressdotcom,10/11/16 12:04 PM,441,
Kalyppo fest,10/11/16 12:10 PM,725,
Kalypo challenge still ongoing..... 3y3 logorligi straw,10/11/16 1:17 PM,986,
How serious is this Kalypo challenge......?  This ma favorite tho... 😂😂😂👍 #ChangeIscoming,10/11/16 2:01 PM,775,
I was about to take part in this #KalypoChallenge but I remembered Im so crazy only few will get it. 🤔🤔#Y3La,10/11/16 2:22 PM,721,
#kalypochallenge,10/11/16 2:39 PM,837,
The final winner of the #Kalypochallenge is...,10/11/16 4:06 PM,86,
Liza Bagrey hope you can see yourself here,10/11/16 7:27 PM,68,
"When Kalyppo suffers an MI, Drs to the rescue . #kalyppochallenge #accra #ghana #kalypochallenge",10/11/16 7:34 PM,19,
"When Kalyppo suffers an MI, Drs to the rescue . #kalyppochallenge #accra #ghana #kalypochallenge",10/11/16 7:34 PM,1072,
Funny,10/11/16 7:50 PM,896,
the face I make wen I no dey get #kalypo buy for my area.... #kalypochallenge ✔💯% #factz,10/11/16 8:08 PM,54,
the face I make wen I no dey get #kalypo buy for my area.... #kalypochallenge ✔💯% #factz,10/11/16 8:08 PM,1092,
the face I make wen I no dey get #kalypo buy for my area.... #kalypochallenge ✔💯% #factz,10/11/16 8:08 PM,1094,
Aabha! This kalypo challenge is now getting out of control. Ghanaians are indeed hungry for change...#I_smell_the_change,10/11/16 8:13 PM,829,
The kalypo challenge is still on Nana Addo Dankwa Akufo-Addo ''kalypo fo3 dawase'',10/11/16 8:49 PM,969,
Retweeted King Ckamz (@Ckamelien):,10/11/16 9:05 PM,373,
not me but they we look alike so no yawa ,10/11/16 9:22 PM,91,
I just died 😂😂😂😂😂😂 #Kalypochallenge,10/11/16 9:43 PM,76,
Kobby Bryt Clarence Clark Blez Efya Klutse Prinx Pappi fertility o 😂,10/11/16 9:51 PM,393,
PHOTOS: Social media goes crazy for Kalypo after Nana Addo was spotted sipping one #KalypoChallenge ,10/11/16 11:39 PM,781,
PHOTOS: Social media goes crazy for Kalypo after Nana Addo was spotted sipping one #KalypoChallenge ,10/11/16 11:39 PM,1045,
PHOTOS: Social media goes crazy for Kalypo after Nana Addo was spotted sipping one #KalypoChallenge ,10/11/16 11:39 PM,1047,
People really taking this Kalypo challenge very serious oo#KalypoInDeOperatingRoom,10/12/16 12:44 AM,768,
#kalypochallenge,10/12/16 6:34 AM,1018,
Diz #kalypochallenge just revealed that Everyone is Mad one way or the other  I shock waaaa Dead Fish self de take Kalypo  Lol,10/12/16 10:17 AM,135,
"Just taken his kalypo challenge. I can bet with my last pessewa that it's kalypo multifruit not something else, as rumour dey go round say people dey inject something inside.",10/12/16 10:22 AM,1002,
😢😂😂😂Okay Okay......so this KALYPO thing is becoming too much😂😂 ah....some are using them to wash their hair at the saloon😂😂 others are giving birth to Kalypo😂❤....others i dont want to say😂😂 You feel me😂 #Kalypochallenge #LFC,10/12/16 12:36 PM,244,
After solid fufu and palm nut soup tilapia and two ehenmadi3 plus cool breeze. .. and one sweet #kalypo. .... lolz #kalypochallenge #kallypo,10/12/16 2:42 PM,58,
"This is where all the #KalypoChallenge pictures, memes & videos come home to roost. This page sips the humor of ART & CREATIVITY but not the POLITICS! Enjoy!!",10/12/16 2:44 PM,179,
,10/12/16 3:00 PM,134,
,10/12/16 3:00 PM,137,
,10/12/16 3:00 PM,140,
,10/12/16 3:00 PM,145,
,10/12/16 3:00 PM,148,
,10/12/16 3:00 PM,152,
,10/12/16 3:00 PM,155,
,10/12/16 3:00 PM,158,
,10/12/16 3:00 PM,194,
,10/12/16 3:00 PM,199,
,10/12/16 3:00 PM,216,
,10/12/16 3:00 PM,219,
,10/12/16 3:00 PM,227,
,10/12/16 3:00 PM,230,
,10/12/16 3:00 PM,232,
,10/12/16 3:00 PM,632,
,10/12/16 3:00 PM,1012,
With my logoligi straw... 😉🍓🍑🍇🍈🍉🍊🍏🍎 #Kalyppo 3y3 d3... #KalypoChallenge #KalyppoForPeace,10/12/16 3:05 PM,351,
,10/12/16 3:13 PM,202,
,10/12/16 3:13 PM,204,
,10/12/16 3:13 PM,211,
,10/12/16 3:13 PM,213,
,10/12/16 3:13 PM,222,
,10/12/16 3:13 PM,224,
,10/12/16 3:13 PM,612,
,10/12/16 3:13 PM,757,
Trending- the kalypo challenge,10/12/16 3:44 PM,960,
When #Kalypo is the missing ingredient! :)  #kalypochallenge,10/12/16 4:11 PM,1,
When #Kalypo is the missing ingredient! :)  #kalypochallenge,10/12/16 4:11 PM,1067,
When #Kalypo is the missing ingredient! :)  #kalypochallenge,10/12/16 4:11 PM,1070,
"#Kalypo surgery!!, Now available in #Ghana #KalypoChallenge ...lol",10/12/16 4:16 PM,77,
#KalypoChallenge #Kalypo #Ghana,10/12/16 4:25 PM,235,
#KalypoChallenge in #Ghana #Kalypo,10/12/16 4:27 PM,97,
When only Extra extra large will do! #KalypoChallenge  #Ghana #Kalypo,10/12/16 4:29 PM,81,
